filename,width,height,class,xmin,ymin,xmax,ymax
00000188.jpg,300,300,red,69,59,82,78
00000149.jpg,300,300,red,91,59,119,111
00000149.jpg,300,300,red,168,64,201,103
00000613.jpg,300,300,green,88,169,197,257
00000940.jpg,300,300,green,151,171,198,220
00000559.jpg,300,300,green,134,141,166,208
00000571.jpg,300,300,green,103,74,207,256
00000203.jpg,300,300,red,177,130,189,154
00000570.jpg,300,300,green,6,6,273,282
00000558.jpg,300,300,green,124,162,185,245
00000766.jpg,300,300,green,206,86,252,135
00000955.jpg,300,300,green,122,155,185,238
00000362.jpg,300,300,red,156,13,171,40
00000477.jpg,300,300,red,75,105,139,252
00000675.jpg,300,300,green,110,93,174,213
00000113.jpg,300,300,red,96,220,110,240
00000067.jpg,300,300,red,154,132,176,168
00000729.jpg,300,300,green,139,128,165,163
00000517.jpg,300,300,red,109,122,159,188
00000271.jpg,300,300,red,86,145,109,186
00000503.jpg,300,300,green,112,103,178,203
00000259.jpg,300,300,red,173,39,240,115
00000516.jpg,300,300,red,111,133,161,209
00000700.jpg,300,300,green,172,87,277,261
00000927.jpg,300,300,green,230,85,267,125
00000933.jpg,300,300,green,129,156,174,205
00000853.jpg,300,300,red,122,91,188,196
00000676.jpg,300,300,green,135,120,223,210
00000925.jpg,300,300,green,128,98,182,193
00000931.jpg,300,300,green,122,187,157,253
00000064.jpg,300,300,red,125,60,177,129
00000064.jpg,300,300,red,128,161,186,235
00000716.jpg,300,300,green,73,78,101,141
00000058.jpg,300,300,red,100,155,121,190
00000266.jpg,300,300,red,122,32,175,117
00000266.jpg,300,300,green,112,140,176,227
00000514.jpg,300,300,green,83,152,178,246
00000515.jpg,300,300,green,179,166,239,260
00000515.jpg,300,300,red,40,44,105,140
00000501.jpg,300,300,green,50,44,256,266
00000059.jpg,300,300,red,131,64,169,124
00000065.jpg,300,300,green,89,165,122,234
00000065.jpg,300,300,red,234,163,267,228
00000924.jpg,300,300,green,57,149,173,249
00000139.jpg,300,300,red,158,135,184,168
00000663.jpg,0,0,green,85,64,211,260
00000850.jpg,300,300,green,61,206,88,270
00000878.jpg,300,300,green,186,112,216,149
00000840.jpg,300,300,green,45,135,91,196
00000667.jpg,300,300,green,105,83,138,122
00000667.jpg,300,300,green,161,83,195,127
00000667.jpg,300,300,green,106,136,134,183
00000667.jpg,300,300,green,164,137,196,184
00000061.jpg,300,300,red,172,34,225,155
00000075.jpg,300,300,red,140,75,179,149
00000713.jpg,300,300,green,107,132,131,162
00000539.jpg,300,300,green,151,158,171,201
00000505.jpg,300,300,green,169,132,230,193
00000511.jpg,0,0,green,100,84,191,220
00000510.jpg,300,300,green,30,178,76,239
00000504.jpg,300,300,green,96,123,163,184
00000538.jpg,300,300,green,116,118,150,173
00000706.jpg,300,300,green,73,126,142,219
00000060.jpg,300,300,red,137,128,185,204
00000666.jpg,300,300,green,123,130,202,193
00000672.jpg,300,300,green,13,166,74,257
00000672.jpg,300,300,green,84,170,137,261
00000672.jpg,300,300,green,157,170,225,269
00000869.jpg,300,300,red,116,87,185,143
00000841.jpg,300,300,green,127,163,184,240
00000841.jpg,300,300,red,128,57,181,139
00000328.jpg,300,300,red,144,73,169,124
00000472.jpg,300,300,red,171,134,253,255
00000658.jpg,300,300,green,132,103,184,196
00000116.jpg,300,300,red,145,64,174,115
00000670.jpg,300,300,green,117,120,202,208
00000089.jpg,300,300,red,108,59,193,232
00000738.jpg,300,300,green,36,13,262,291
00000512.jpg,300,300,green,147,145,227,203
00000506.jpg,300,300,green,114,96,203,241
00000261.jpg,300,300,red,74,51,114,127
00000513.jpg,300,300,green,145,106,185,200
00000249.jpg,300,300,red,122,102,180,200
00000705.jpg,300,300,green,131,117,200,236
00000665.jpg,300,300,green,49,46,180,219
00000103.jpg,300,300,red,197,60,245,140
00000456.jpg,300,300,red,125,79,145,112
00000640.jpg,300,300,green,13,13,269,257
00000132.jpg,300,300,green,108,43,188,203
00000913.jpg,300,300,green,125,106,156,156
00000907.jpg,300,300,green,149,152,183,205
00000052.jpg,300,300,red,67,38,213,272
00000522.jpg,300,300,green,224,121,262,196
00000245.jpg,300,300,red,56,44,129,127
00000537.jpg,300,300,green,106,96,281,278
00000286.jpg,300,300,red,91,152,156,236
00000709.jpg,300,300,green,108,119,203,226
00000084.jpg,300,300,red,74,67,129,178
00000090.jpg,300,300,red,105,76,161,221
00000669.jpg,300,300,green,125,9,276,290
00000655.jpg,300,300,green,128,152,156,220
00000133.jpg,300,300,red,152,88,206,220
00000641.jpg,300,300,green,145,90,208,159
00000872.jpg,300,300,green,150,126,178,170
00000457.jpg,300,300,red,245,161,288,273
00000496.jpg,300,300,red,58,176,89,219
00000864.jpg,300,300,green,43,105,127,224
00000864.jpg,300,300,green,224,165,261,211
00000904.jpg,300,300,green,145,25,174,65
00000723.jpg,300,300,green,122,164,154,209
00000737.jpg,300,300,green,96,127,215,215
00000051.jpg,300,300,red,64,41,103,109
00000521.jpg,300,300,green,143,146,174,193
00000535.jpg,300,300,green,149,120,212,188
00000508.jpg,300,300,green,172,41,270,230
00000291.jpg,300,300,red,137,91,172,157
00000285.jpg,300,300,red,145,82,171,145
00000078.jpg,300,300,red,58,34,162,153
00000736.jpg,300,300,green,116,180,182,252
00000736.jpg,300,300,red,110,63,172,135
00000093.jpg,300,300,red,107,73,141,117
00000939.jpg,300,300,green,28,58,53,81
00000642.jpg,300,300,green,158,141,198,180
00000652.jpg,300,300,red,110,68,193,201
00000120.jpg,300,300,green,132,97,151,141
00000646.jpg,300,300,green,113,80,212,212
00000901.jpg,300,300,green,115,71,181,173
00000097.jpg,300,300,red,76,15,232,259
00000068.jpg,300,300,red,120,37,196,132
00000726.jpg,300,300,green,112,145,176,261
00000726.jpg,300,300,red,127,5,168,114
00000040.jpg,300,300,red,118,61,164,120
00000054.jpg,300,300,green,91,188,120,248
00000524.jpg,300,300,green,100,63,181,166
00000530.jpg,300,300,green,40,159,97,237
00000256.jpg,300,300,red,122,93,190,206
00000525.jpg,300,300,green,91,91,226,220
00000519.jpg,300,300,green,117,138,166,195
00000041.jpg,300,300,red,146,101,176,151
00000041.jpg,300,300,green,130,176,189,246
00000069.jpg,300,300,red,135,147,167,194
00000096.jpg,300,300,red,122,84,184,220
00000900.jpg,300,300,green,157,154,188,184
00000653.jpg,300,300,green,88,108,159,202
00000848.jpg,300,300,green,115,141,234,256
00000445.jpg,300,300,red,171,76,259,239
00000479.jpg,300,300,red,152,142,170,188
00000335.jpg,300,300,red,195,51,217,101
00000862.jpg,300,300,green,179,147,213,213
00000651.jpg,300,300,green,122,143,204,205
00000902.jpg,300,300,green,77,147,116,229
00000080.jpg,300,300,red,104,94,183,219
00000057.jpg,300,300,red,121,91,160,198
00000043.jpg,300,300,red,180,73,225,124
00000043.jpg,300,300,red,16,3,129,285
00000043.jpg,300,300,red,174,174,220,222
00000282.jpg,300,300,red,105,65,172,160
00000282.jpg,300,300,green,103,192,185,286
00000533.jpg,300,300,green,115,204,190,272
00000241.jpg,300,300,red,69,40,118,141
00000241.jpg,300,300,red,169,38,241,130
00000241.jpg,300,300,green,63,166,125,263
00000241.jpg,300,300,green,176,166,227,260
00000526.jpg,300,300,green,159,57,184,90
00000532.jpg,300,300,green,115,118,155,181
00000268.jpg,300,300,red,28,60,151,230
00000081.jpg,300,300,red,120,79,150,114
00000903.jpg,300,300,green,142,113,219,202
00000650.jpg,300,300,green,74,125,139,185
00000644.jpg,300,300,green,130,67,183,169
00000678.jpg,300,300,green,108,162,183,274
00000810.jpg,300,300,green,131,161,169,220
00000623.jpg,300,300,green,149,107,212,214
00000145.jpg,300,300,red,81,79,107,106
00000145.jpg,300,300,red,79,121,108,157
00000964.jpg,300,300,green,183,78,257,234
00000031.jpg,300,300,red,128,125,147,169
00000025.jpg,300,300,red,225,118,264,188
00000743.jpg,300,300,green,151,144,189,176
00000555.jpg,300,300,green,80,66,268,266
00000541.jpg,300,300,green,88,106,203,196
00000568.jpg,300,300,green,103,112,146,168
00000971.jpg,300,300,green,171,150,222,208
00000959.jpg,300,300,green,120,172,168,271
00000636.jpg,300,300,green,139,146,169,169
00000622.jpg,300,300,green,132,141,183,208
00000839.jpg,300,300,red,52,18,214,282
00000391.jpg,300,300,red,130,73,174,135
00000391.jpg,300,300,green,127,169,176,229
00000350.jpg,300,300,red,67,71,127,108
00000191.jpg,300,300,red,101,182,130,247
00000185.jpg,300,300,red,208,183,222,202
00000813.jpg,300,300,green,97,187,130,248
00000807.jpg,300,300,green,201,138,262,224
00000608.jpg,300,300,green,103,83,191,207
00000032.jpg,300,300,red,254,1,262,12
00000768.jpg,300,300,green,123,169,180,240
00000224.jpg,300,300,red,145,135,177,171
00000542.jpg,300,300,green,146,102,247,221
00000543.jpg,300,300,green,94,195,167,257
00000769.jpg,300,300,green,45,66,144,232
00000755.jpg,300,300,green,215,156,258,233
00000609.jpg,300,300,green,53,151,86,196
00000621.jpg,300,300,green,123,136,152,212
00000153.jpg,300,300,red,93,96,132,250
00000812.jpg,300,300,green,47,125,96,180
00000812.jpg,300,300,green,135,125,180,171
00000379.jpg,300,300,red,75,27,222,142
00000382.jpg,300,300,red,98,67,115,96
00000355.jpg,300,300,red,98,38,144,153
00000341.jpg,300,300,green,81,119,108,144
00000802.jpg,300,300,green,61,154,134,222
00000194.jpg,300,300,red,52,63,147,228
00000180.jpg,300,300,red,123,63,167,123
00000631.jpg,300,300,green,89,180,156,243
00000625.jpg,300,300,green,44,16,166,283
00000962.jpg,300,300,green,62,120,79,142
00000976.jpg,300,300,green,94,73,194,191
00000745.jpg,300,300,green,142,161,173,220
00000547.jpg,300,300,green,103,82,184,159
00000235.jpg,300,300,red,95,124,122,161
00000552.jpg,300,300,green,74,51,208,234
00000778.jpg,300,300,green,181,110,208,139
00000624.jpg,300,300,green,64,24,188,291
00000426.jpg,300,300,red,200,64,270,139
00000368.jpg,300,300,red,191,166,213,220
00000342.jpg,300,300,red,184,104,206,138
00000183.jpg,300,300,red,122,56,184,108
00000626.jpg,300,300,green,176,176,203,236
00000626.jpg,300,300,green,244,178,278,230
00000626.jpg,300,300,red,24,75,54,139
00000626.jpg,300,300,red,93,75,127,140
00000632.jpg,300,300,green,108,153,184,232
00000578.jpg,300,300,green,14,90,35,116
00000578.jpg,300,300,green,64,89,86,119
00000545.jpg,300,300,green,118,79,188,263
00000551.jpg,300,300,green,125,157,176,230
00000035.jpg,300,300,red,164,69,191,129
00000753.jpg,300,300,green,78,167,174,244
00000828.jpg,300,300,green,125,95,195,161
00000182.jpg,300,300,red,123,29,152,78
00000357.jpg,300,300,red,122,180,172,218
00000431.jpg,300,300,red,35,3,208,293
