filename,width,height,class,xmin,ymin,xmax,ymax
00000341.jpg,300,300,green,81,119,108,144
00000194.jpg,300,300,red,52,63,147,228
00000180.jpg,300,300,red,123,63,167,123
00000235.jpg,300,300,red,95,124,122,161
00000195.jpg,300,300,red,129,74,186,211
00000426.jpg,300,300,red,200,64,270,139
00000368.jpg,300,300,red,191,166,213,220
00000342.jpg,300,300,red,184,104,206,138
00000356.jpg,300,300,red,86,90,127,208
00000183.jpg,300,300,red,122,56,184,108
00000140.jpg,300,300,red,78,160,112,249
00000140.jpg,300,300,red,165,151,233,215
00000035.jpg,300,300,red,164,69,191,129
00000182.jpg,300,300,red,123,29,152,78
00000357.jpg,300,300,red,122,180,172,218
00000431.jpg,300,300,red,35,3,208,293
